Period,changes-in-per-cent
31.05.2010,2.020986
30.06.2010,1.053349
31.07.2010,1.235193
31.08.2010,1.148105
30.09.2010,1.143683
31.10.2010,1.172188
30.11.2010,1.143161
31.12.2010,1.495724
31.01.2011,1.631847
28.02.2011,2.107585
31.03.2011,2.681603
30.04.2011,3.163631
31.05.2011,3.568646
30.06.2011,3.558828
31.07.2011,3.628716
31.08.2011,3.771208
30.09.2011,3.868357
31.10.2011,3.5252
30.11.2011,3.394378
31.12.2011,2.962419
31.01.2012,2.925217
29.02.2012,2.871099
31.03.2012,2.651398
30.04.2012,2.30274
31.05.2012,1.704254
30.06.2012,1.663994
31.07.2012,1.408451
31.08.2012,1.692379
30.09.2012,1.991282
31.10.2012,2.162344
30.11.2012,1.764134
31.12.2012,1.741022
31.01.2013,1.594865
28.02.2013,1.977924
31.03.2013,1.473896
30.04.2013,1.063085
31.05.2013,1.361965
30.06.2013,1.754417
31.07.2013,1.960682
31.08.2013,1.518368
30.09.2013,1.184925
31.10.2013,0.963613
30.11.2013,1.237072
31.12.2013,1.501736
31.01.2014,1.578947
28.02.2014,1.126349
31.03.2014,1.512203
30.04.2014,1.952858
31.05.2014,2.127112
30.06.2014,2.072341
31.07.2014,1.992329
31.08.2014,1.699611
30.09.2014,1.657919
31.10.2014,1.66434
30.11.2014,1.322355
31.12.2014,0.756493
31.01.2015,-0.089348
28.02.2015,-0.02513
31.03.2015,-0.073637
30.04.2015,-0.199517
31.05.2015,-0.039933
30.06.2015,0.123771
31.07.2015,0.16957
31.08.2015,0.195079
30.09.2015,-0.03613
31.10.2015,0.170574
30.11.2015,0.501798
31.12.2015,0.72952
31.01.2016,1.373087
29.02.2016,1.0178
31.03.2016,0.852536
30.04.2016,1.12511
31.05.2016,1.019323
30.06.2016,0.997326
31.07.2016,0.827139
31.08.2016,1.062875
30.09.2016,1.463784
31.10.2016,1.635988
30.11.2016,1.692537
31.12.2016,2.074622
31.01.2017,2.500042
28.02.2017,2.737958
31.03.2017,2.380612
30.04.2017,2.19969
31.05.2017,1.874878
30.06.2017,1.633488
31.07.2017,1.727978
31.08.2017,1.938974
30.09.2017,2.232964
31.10.2017,2.041129
30.11.2017,2.202583
31.12.2017,2.109082
31.01.2018,2.070508
28.02.2018,2.211795
31.03.2018,2.359711
30.04.2018,2.462744
31.05.2018,2.801012
30.06.2018,2.871548
31.07.2018,2.949515
31.08.2018,2.69918
30.09.2018,2.276972
31.10.2018,2.52247
30.11.2018,2.176601
31.12.2018,1.910159
31.01.2019,1.551235
28.02.2019,1.520135
31.03.2019,1.862523
30.04.2019,1.99644
31.05.2019,1.790228
30.06.2019,1.648485
31.07.2019,1.811465
31.08.2019,1.74978
30.09.2019,1.711305
31.10.2019,1.764043
30.11.2019,2.051278
31.12.2019,2.28513
31.01.2020,2.486572
29.02.2020,2.334874
31.03.2020,1.539327
30.04.2020,0.329097
31.05.2020,0.117926
30.06.2020,0.645733
31.07.2020,0.986082
31.08.2020,1.309645
30.09.2020,1.371325
31.10.2020,1.182066
30.11.2020,1.174536
31.12.2020,1.362005
