Period,changes-in-per-cent
2010-05-31,2.020986
2010-06-30,1.053349
2010-07-31,1.235193
2010-08-31,1.148105
2010-09-30,1.143683
2010-10-31,1.172188
2010-11-30,1.143161
2010-12-31,1.495724
2011-01-31,1.631847
2011-02-28,2.107585
2011-03-31,2.681603
2011-04-30,3.163631
2011-05-31,3.568646
2011-06-30,3.558828
2011-07-31,3.628716
2011-08-31,3.771208
2011-09-30,3.868357
2011-10-31,3.5252
2011-11-30,3.394378
2011-12-31,2.962419
2012-01-31,2.925217
2012-02-29,2.871099
2012-03-31,2.651398
2012-04-30,2.30274
2012-05-31,1.704254
2012-06-30,1.663994
2012-07-31,1.408451
2012-08-31,1.692379
2012-09-30,1.991282
2012-10-31,2.162344
2012-11-30,1.764134
2012-12-31,1.741022
2013-01-31,1.594865
2013-02-28,1.977924
2013-03-31,1.473896
2013-04-30,1.063085
2013-05-31,1.361965
2013-06-30,1.754417
2013-07-31,1.960682
2013-08-31,1.518368
2013-09-30,1.184925
2013-10-31,0.963613
2013-11-30,1.237072
2013-12-31,1.501736
2014-01-31,1.578947
2014-02-28,1.126349
2014-03-31,1.512203
2014-04-30,1.952858
2014-05-31,2.127112
2014-06-30,2.072341
2014-07-31,1.992329
2014-08-31,1.699611
2014-09-30,1.657919
2014-10-31,1.66434
2014-11-30,1.322355
2014-12-31,0.756493
2015-01-31,-0.089348
2015-02-28,-0.02513
2015-03-31,-0.073637
2015-04-30,-0.199517
2015-05-31,-0.039933
2015-06-30,0.123771
2015-07-31,0.16957
2015-08-31,0.195079
2015-09-30,-0.03613
2015-10-31,0.170574
2015-11-30,0.501798
2015-12-31,0.72952
2016-01-31,1.373087
2016-02-29,1.0178
2016-03-31,0.852536
2016-04-30,1.12511
2016-05-31,1.019323
2016-06-30,0.997326
2016-07-31,0.827139
2016-08-31,1.062875
2016-09-30,1.463784
2016-10-31,1.635988
2016-11-30,1.692537
2016-12-31,2.074622
2017-01-31,2.500042
2017-02-28,2.737958
2017-03-31,2.380612
2017-04-30,2.19969
2017-05-31,1.874878
2017-06-30,1.633488
2017-07-31,1.727978
2017-08-31,1.938974
2017-09-30,2.232964
2017-10-31,2.041129
2017-11-30,2.202583
2017-12-31,2.109082
2018-01-31,2.070508
2018-02-28,2.211795
2018-03-31,2.359711
2018-04-30,2.462744
2018-05-31,2.801012
2018-06-30,2.871548
2018-07-31,2.949515
2018-08-31,2.69918
2018-09-30,2.276972
2018-10-31,2.52247
2018-11-30,2.176601
2018-12-31,1.910159
2019-01-31,1.551235
2019-02-28,1.520135
2019-03-31,1.862523
2019-04-30,1.99644
2019-05-31,1.790228
2019-06-30,1.648485
2019-07-31,1.811465
2019-08-31,1.74978
2019-09-30,1.711305
2019-10-31,1.764043
2019-11-30,2.051278
2019-12-31,2.28513
2020-01-31,2.486572
2020-02-29,2.334874
2020-03-31,1.539327
2020-04-30,0.329097
2020-05-31,0.117926
2020-06-30,0.645733
2020-07-31,0.986082
2020-08-31,1.309645
2020-09-30,1.371325
2020-10-31,1.182066
2020-11-30,1.174536
2020-12-31,1.362005
